Rid(0),id(1),desc_scale(2),desc_id(3),num_prog(4),pid(5),upid(6),desc_pid(7),phantom(8),sam_mvir(9),mvir(10),rvir(11),rs(12),vrms(13),mmp?(14),scale_of_last_MM(15),vmax(16),x(17),y(18),z(19),vx(20),vy(21),vz(22),Jx(23),Jy(24),Jz(25),Spin(26),Breadth_first_ID(27),Depth_first_ID(28),Tree_root_ID(29),Orig_halo_ID(30),Snap_num(31),Next_coprogenitor_depthfirst_ID(32),Last_progenitor_depthfirst_ID(33),Last_mainleaf_depthfirst_ID(34),Tidal_Force(35),Tidal_ID(36),Rs_Klypin(37),Mmvir_all(38),M200b(39),M200c(40),M500c(41),M2500c(42),Xoff(43),Voff(44),Spin_Bullock(45),b_to_a(46),c_to_a(47),A[x](48),A[y](49),A[z](50),b_to_a(500c)(51),c_to_a(500c)(52),A[x](500c)(53),A[y](500c)(54),A[z](500c)(55),T/|U|(56),M_pe_Behroozi(57),M_pe_Diemer(58),Macc(59),Mpeak(60),Vacc(61),Vpeak(62),Halfmass_Scale(63),Acc_Rate_Inst(64),Acc_Rate_100Myr(65),Acc_Rate_1*Tdyn(66),Acc_Rate_2*Tdyn(67),Acc_Rate_Mpeak(68),Mpeak_Scale(69),Acc_Scale(70),First_Acc_Scale(71),First_Acc_Mvir(72),First_Acc_Vmax(73),Vmax\@Mpeak(74),Tidal_Force_Tdyn(75),Log_(Vmax/Vmax_max(Tdyn;Tmpeak))(76),Time_to_future_merger(77),Future_merger_MMP_ID(78),AHF-G3X follows as HIDs(79),Mgas(80),Mstar(81),Tgas mw(82),Tgas sl(83),Yx(84),Ysz(85)
2.0,12568958968.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,17883000000000.0,17883000000000.0,532.096985,78.024002,430.230011,1.0,0.0977,421.149994,9.85619,46.23696,509.70764,-920.7,514.77,-681.91,107700000000000.0,-140200000000000.0,-2520000000000.0,0.03386,1189098879.0,1189098879.0,12568958968.0,271564.0,125.0,-1.0,1189100654.0,1189098984.0,0.75385,12568953499.0,81.2784,19066000000000.0,19590000000000.0,15062000000000.0,10469000000000.0,4903100000000.0,32.8768,68.03,0.03455,0.94088,0.52073,-13.284,30.4752,-4.38407,0.61937,0.47874,19.9303,-16.767,2.9271,0.5774,18860000000000.0,12120000000000.0,17883000000000.0,17904000000000.0,421.149994,445.140015,0.4605,-66.07,-66.07,709.6,1095.0,1369.0,0.9781,1.0,1.0,17880000000000.0,421.15,422.0,0.6819,-0.01038,-1.0,12568958968.0,128000000000014.0,499525615168.9,156108211051.4758,0.5004222989082336,0.5474706292152405,249973756706.37057,0.07403548487744646
2.0,12568954469.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,18724700000000.0,18241000000000.0,535.627014,55.949001,456.850006,1.0,0.5747,453.730011,3.71867,59.66728,508.92245,1043.78,365.02,1151.61,241600000000000.0,-53310000000000.0,-24830000000000.0,0.04843,1178057517.0,1178057517.0,12568954469.0,267065.0,125.0,-1.0,1178059942.0,1178057621.0,1.01605,12568957065.0,57.7329,18946000000000.0,19894000000000.0,16025000000000.0,12131000000000.0,6124000000000.0,2.96637,15.96,0.04702,0.60138,0.56857,6.72659,27.4587,-16.3647,0.50012,0.47267,5.64105,22.827,-12.8493,0.5757,20750000000000.0,10100000000000.0,18241000000000.0,18923000000000.0,453.730011,500.549988,0.4406,512.8,512.8,394.8,312.2,35.06,0.6712,1.0,1.0,18240000000000.0,453.73,449.42,0.87447,0.00415,-1.0,12568954469.0,128000000000016.0,717008757651.8563,225278572867.19153,0.6120882034301758,0.6727586388587952,438872602314.827,0.14472224109852144
2.0,12568953644.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0,0.0,14091000000000.0,14091000000000.0,491.460999,55.113998,407.220001,1.0,0.2589,413.73999,7.67916,49.237,508.53632,-642.5,595.25,-650.89,-44990000000000.0,-19380000000000.0,-97990000000000.0,0.0323,1327107394.0,1327107394.0,12568953644.0,266240.0,125.0,-1.0,1327109194.0,1327107482.0,0.57203,12568953499.0,54.5399,14499000000000.0,16260000000000.0,11590000000000.0,9181500000000.0,4565900000000.0,9.24986,15.86,0.03185,0.91361,0.82977,-19.3855,16.6277,17.2342,0.89106,0.69166,19.6059,-13.3806,-9.80636,0.5703,15710000000000.0,8360000000000.0,14091000000000.0,14091000000000.0,413.73999,440.829987,0.5032,1167.0,1167.0,506.6,699.6,522.6,1.0,1.0,1.0,14090000000000.0,413.74,413.74,0.58018,0.00033,-1.0,12568953644.0,128000000000025.0,639532088696.4691,154362203368.59152,0.5313929319381714,0.5785267353057861,339842831680.9594,0.10114739167933624
3.0,12657871796.0,0.0,-1.0,65.0,-1.0,-1.0,-1.0,0.0,2464100000000000.0,2464100000000000.0,2748.315918,765.028992,2363.840088,1.0,0.9781,2069.550049,644.13641,671.86182,241.30205,616.94,49.56,-996.37,-6.82e+17,5.018e+17,4.431e+17,0.0322,381002.0,381002.0,12657871796.0,89222439.0,125.0,-1.0,481521.0,381108.0,0.0,-1.0,582.506,2470600000000000.0,2657900000000000.0,2029400000000000.0,1097000000000000.0,360660000000000.0,367.51,813.37,0.05081,0.40246,0.24579,84.4507,50.5002,221.267,0.59346,0.39952,-4.46242,27.9832,119.066,0.7902,2551000000000000.0,2585000000000000.0,2464100000000000.0,2464100000000000.0,2069.550049,2069.550049,0.8755,645900.0,645900.0,642300.0,364500.0,304500.0,1.0,1.0,1.0,2464000000000000.0,2069.55,2069.55,0.23252,0.09792,-1.0,12657871796.0,128000000000001.0,143999760050175.25,12037525600123.48,9.309370040893555,8.988537788391113,1340547052106962.0,405.81202213293113
3.0,12657874277.0,0.0,-1.0,31.0,-1.0,-1.0,-1.0,0.0,1729700000000000.0,1729700000000000.0,2442.519043,563.419006,1983.01001,1.0,0.3453,1797.939941,655.18683,673.1369,238.02225,-383.71,-650.4,189.69,-1.72e+17,4.817e+17,-3.447e+17,0.04704,2299444.0,2299444.0,12657874277.0,89224920.0,125.0,-1.0,2393124.0,2299538.0,0.46295,12657871796.0,631.221,1737700000000000.0,2015500000000000.0,1230400000000000.0,818770000000000.0,371230000000000.0,161.22,257.58,0.05915,0.58137,0.42215,110.237,144.628,63.754,0.61171,0.42885,66.7178,101.492,54.5247,0.6754,1734000000000000.0,1598000000000000.0,1729700000000000.0,1729700000000000.0,1797.939941,1981.47998,0.7016,340100.0,340100.0,39190.0,157100.0,202800.0,1.0,1.0,1.0,1730000000000000.0,1797.94,1797.94,0.17131,-0.04073,-1.0,12657874277.0,128000000000002.0,94855790844558.5,11627603563192.098,6.708455562591553,5.309053421020508,636335857735199.4,162.39797617787474
3.0,12657872008.0,0.0,-1.0,8.0,-1.0,-1.0,-1.0,0.0,396860000000000.0,396860000000000.0,1495.291016,280.438995,1277.869995,1.0,0.17,1135.599976,647.52295,667.26044,242.80363,-87.27,1084.41,-1001.67,2752000000000000.0,-5255000000000000.0,1.746e+16,0.01622,82554425.0,82554425.0,12657872008.0,89222651.0,125.0,-1.0,82571473.0,82554531.0,0.80478,12657871796.0,297.443,415080000000000.0,425140000000000.0,333400000000000.0,213560000000000.0,86037000000000.0,168.918,186.22,0.02057,0.94245,0.65323,-37.4258,-50.4232,73.7517,0.61732,0.53092,-26.2209,-34.6033,62.7207,0.704,417400000000000.0,332000000000000.0,396860000000000.0,399920000000000.0,1135.599976,1135.599976,0.7837,-9627.0,-9627.0,49600.0,60090.0,54780.0,0.9781,1.0,1.0,396900000000000.0,1135.6,1132.82,0.65461,0.0257,-1.0,12657872008.0,128000000000004.0,20667155912538.582,3302110920160.776,2.6693742275238037,1.4929128885269165,55168373349146.69,16.854525133917985
3.0,12657872760.0,0.0,-1.0,8.0,-1.0,-1.0,-1.0,0.0,216610000000000.0,216610000000000.0,1222.005981,443.506989,936.77002,1.0,0.8376,898.429993,644.76154,676.50049,242.95314,309.51,-1511.88,321.11,-1.872e+16,-375200000000000.0,1347000000000000.0,0.04483,188715240.0,188715240.0,12657872760.0,89223403.0,125.0,-1.0,188724095.0,188715346.0,0.92329,12657871796.0,319.71,219300000000000.0,231400000000000.0,167630000000000.0,96080000000000.0,22982000000000.0,88.2245,209.95,0.05743,0.41294,0.27678,-60.5581,84.5098,-4.61883,0.24002,0.20057,-44.8358,57.4452,-2.46123,0.6673,218900000000000.0,239800000000000.0,216610000000000.0,216610000000000.0,898.429993,1003.169983,0.8192,19570.0,19570.0,21850.0,34980.0,27300.0,1.0,1.0,1.0,216600000000000.0,898.43,898.43,0.72655,0.01857,-1.0,12657872760.0,128000000000005.0,12283816113155.771,1665894334096.1196,1.8804329633712769,1.839422583580017,23098892735169.348,6.92025228868451
3.0,12657901789.0,0.0,-1.0,3.0,-1.0,-1.0,-1.0,0.0,110510000000000.0,110500000000000.0,976.40802,119.954002,820.900024,1.0,0.4814,799.25,636.00342,680.46216,248.64641,804.2,-922.75,-203.78,-1722000000000000.0,490900000000000.0,2869000000000000.0,0.03098,372754656.0,372754656.0,12657901789.0,89252432.0,125.0,-1.0,372764952.0,372754761.0,0.39645,12657871796.0,124.365,110590000000000.0,124290000000000.0,92804000000000.0,72094000000000.0,31739000000000.0,18.3572,28.15,0.03177,0.68767,0.51293,46.6608,-8.95626,39.0043,0.65283,0.44833,36.8591,-8.54195,30.4742,0.5956,122700000000000.0,69940000000000.0,110500000000000.0,110760000000000.0,799.25,886.5,0.4922,1007.0,1007.0,3423.0,5655.0,2741.0,0.9567,1.0,1.0,110500000000000.0,799.25,806.03,0.35097,-0.03081,-1.0,12657901789.0,128000000000008.0,8734367201930.436,1288532273528.981,1.565783977508545,1.6031792163848877,13676132218458.818,3.450838616518045
3.0,12657876440.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,81733000000000.0,81733000000000.0,883.036011,103.237,735.119995,1.0,0.2532,723.619995,639.45001,671.18823,228.93512,509.38,-296.56,1168.95,1658000000000000.0,139100000000000.0,-419300000000000.0,0.02698,476958912.0,476958912.0,12657876440.0,89227083.0,125.0,-1.0,476967548.0,476959022.0,0.41389,12657871796.0,111.836,82746000000000.0,87457000000000.0,72258000000000.0,53033000000000.0,24696000000000.0,8.68026,33.89,0.02665,0.68115,0.61345,38.9935,-13.2672,36.0034,0.62112,0.49755,30.4654,-12.4484,29.2604,0.572,93340000000000.0,48850000000000.0,81733000000000.0,81733000000000.0,723.619995,799.390015,0.4709,1526.0,1526.0,4305.0,3849.0,1332.0,1.0,1.0,1.0,81730000000000.0,723.62,723.62,0.34874,-0.00131,-1.0,12657876440.0,128000000000010.0,5922846646174.73,860286533686.6307,1.3367866277694702,1.543812870979309,7917582194935.635,2.046868580480991
3.0,12657876607.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,71828000000000.0,71828000000000.0,845.817017,92.413002,706.530029,1.0,0.17,719.48999,636.0321,674.48541,232.44031,633.95,-878.9,1036.3,-1259000000000000.0,1353000000000000.0,1461000000000000.0,0.04634,525484194.0,525484194.0,12657876607.0,89227250.0,125.0,-1.0,525491331.0,525484308.0,0.4408,12657871796.0,89.4159,72126000000000.0,80822000000000.0,59410000000000.0,45289000000000.0,24409000000000.0,4.48821,41.42,0.04538,0.722,0.58672,16.8243,-31.2034,31.8463,0.69565,0.51375,13.5475,-25.7897,25.801,0.5699,77180000000000.0,40600000000000.0,71828000000000.0,71828000000000.0,719.48999,806.460022,0.3944,2743.0,2743.0,347.3,2847.0,3964.0,1.0,1.0,1.0,71830000000000.0,719.49,719.49,0.37235,-0.01749,-1.0,12657876607.0,128000000000011.0,5379912605990.648,598406343428.0188,1.2113388776779175,1.4436570405960083,6516897298145.992,1.623984615544979
3.0,12657873010.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,65167700000000.0,55964000000000.0,778.301025,120.963997,653.169983,1.0,0.628,615.659973,648.73346,677.24176,243.99411,-577.34,-793.74,-760.51,-1149000000000000.0,-766200000000000.0,-1533000000000000.0,0.05421,625823000.0,625823000.0,12657873010.0,89223653.0,125.0,-1.0,625828215.0,625823093.0,0.65899,12657871796.0,119.295,56074000000000.0,62545000000000.0,46773000000000.0,31052000000000.0,15229000000000.0,30.1742,48.81,0.06023,0.67368,0.52769,-28.4729,38.042,-17.3222,0.64107,0.52231,-15.3412,28.4254,-17.8444,0.6335,58570000000000.0,39520000000000.0,55964000000000.0,66209000000000.0,615.659973,663.309998,0.6142,-135.3,-135.3,483.8,2499.0,4363.0,0.9357,1.0,1.0,55960000000000.0,615.66,615.83,0.5413,-0.02336,-1.0,12657873010.0,128000000000013.0,2581206962754.3677,598950125435.1489,0.8634989857673645,0.9726320505142212,2228869594394.0557,0.7067808637413988
3.0,12657877074.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,43915500000000.0,43278000000000.0,714.385986,120.817001,592.280029,1.0,0.4605,559.039978,644.02496,661.16217,243.15294,903.84,1089.56,-57.3,703400000000.0,-921300000000000.0,399600000000000.0,0.03959,737655689.0,737655689.0,12657877074.0,89227717.0,125.0,-1.0,737659681.0,737655791.0,0.48921,12657871796.0,116.693,43466000000000.0,49666000000000.0,35543000000000.0,25581000000000.0,9899600000000.0,53.3779,147.31,0.04499,0.48438,0.32479,37.2967,24.4716,32.3693,0.34647,0.241,29.6125,20.8526,26.8809,0.6393,44880000000000.0,33140000000000.0,43278000000000.0,44233000000000.0,559.039978,636.700012,0.6142,-478.2,-478.2,-280.6,1625.0,3329.0,0.8564,1.0,1.0,43280000000000.0,559.04,559.66,0.42388,-0.00048,-1.0,12657877074.0,128000000000016.0,2601742339156.6445,541213993945.3982,0.8653138279914856,0.9181770086288452,2251323622943.158,0.5753914409302637
3.0,12657872040.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0,0.0,26061700000000.0,24318000000000.0,589.508972,72.765999,504.769989,1.0,0.5032,495.730011,646.05566,670.21991,239.94295,-1309.97,481.74,-247.75,187600000000000.0,-113400000000000.0,181000000000000.0,0.0319,1021210286.0,1021210286.0,12657872040.0,89222683.0,125.0,-1.0,1021213726.0,1021210389.0,1.39815,12657871796.0,65.7659,25092000000000.0,28166000000000.0,19686000000000.0,14050000000000.0,7731800000000.0,14.4897,64.64,0.03329,0.8478,0.62213,-4.64267,0.58362,31.3349,0.74453,0.59274,2.14408,-8.44938,22.9817,0.6124,24750000000000.0,14130000000000.0,24318000000000.0,27541000000000.0,495.730011,592.559998,0.4922,-3335.0,-3335.0,-443.0,-76.08,0.0,0.6008,1.0,0.7666,24830000000000.0,520.09,534.78,1.35509,-0.03293,-1.0,12657872040.0,128000000000024.0,1109204684512.588,478736162742.38885,0.6824954152107239,0.6761460304260254,757027111710.0986,0.3736331440610768
3.0,12657869915.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0,0.0,24979400000000.0,21404000000000.0,564.950012,82.805,454.369995,1.0,0.6712,454.51001,638.84326,672.54022,234.4826,934.69,-615.57,1201.08,165600000000000.0,100700000000000.0,221200000000000.0,0.04171,1089639103.0,1089639103.0,12657869915.0,89220558.0,125.0,-1.0,1089642097.0,1089639204.0,0.59038,12657871796.0,78.8004,21673000000000.0,24058000000000.0,17607000000000.0,12384000000000.0,6089400000000.0,17.2721,34.86,0.0426,0.78991,0.77539,-18.8871,26.6876,-13.7014,0.80972,0.73512,-14.5112,17.8471,-13.6195,0.5732,22180000000000.0,14440000000000.0,21404000000000.0,25085000000000.0,454.51001,512.340027,0.6565,597.8,597.8,-601.2,-893.5,2603.0,0.8013,1.0,1.0,21400000000000.0,454.51,464.01,0.50411,-0.00898,-1.0,12657869915.0,128000000000033.0,854721129864.1742,294029944664.7805,0.5531009435653687,1.1618492603302002,472747063413.13275,0.1452972445831214
3.0,12657874804.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,32945000000000.0,30378000000000.0,634.888,56.306999,599.190002,1.0,0.5032,573.960022,657.45984,675.05524,238.57684,557.78,-484.4,743.8,44940000000000.0,-453800000000000.0,167800000000000.0,0.03635,906239254.0,906239254.0,12657874804.0,89225447.0,125.0,-1.0,906244503.0,906239360.0,1.22699,12657874277.0,51.5198,39964000000000.0,34534000000000.0,24376000000000.0,18408000000000.0,11142000000000.0,17.2217,49.13,0.03927,0.64768,0.52449,19.609,29.2314,0.77145,0.61115,0.48804,13.3575,24.7816,-1.72454,0.6688,32770000000000.0,14770000000000.0,30378000000000.0,45370000000000.0,573.960022,764.5,0.4922,-8259.0,-8259.0,-5443.0,-1989.0,834.2,0.8755,1.0,0.7837,39840000000000.0,640.21,664.05,1.99734,-0.05427,-1.0,12657874804.0,128000000000034.0,781062742682.9706,352737394102.7008,2.328432559967041,0.7659345269203186,1818651921440.1875,1.2108104559132362
3.0,12657877627.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,25436500000000.0,23227000000000.0,580.554993,89.226997,472.880005,1.0,0.4814,458.5,638.26215,674.51953,238.9245,1603.33,-843.69,126.01,-438200000000000.0,-88030000000000.0,119100000000000.0,0.05374,1045924143.0,1045924143.0,12657877627.0,89228270.0,125.0,-1.0,1045926513.0,1045924237.0,0.71287,12657871796.0,89.8102,23740000000000.0,29664000000000.0,18026000000000.0,13145000000000.0,6084900000000.0,28.1134,96.22,0.05846,0.80346,0.55406,-27.2257,3.97027,30.9426,0.83792,0.535,-20.447,-1.11226,23.6687,0.6097,25080000000000.0,15740000000000.0,23227000000000.0,25634000000000.0,458.5,524.299988,0.5747,421.6,421.6,-787.4,208.4,1382.0,0.8376,1.0,1.0,23230000000000.0,458.5,481.98,0.5818,-0.02169,-1.0,12657877627.0,128000000000036.0,872298276174.7153,304166431256.47626,0.5695468783378601,0.62166827917099,496814760174.80566,0.14199343221832422
3.0,12657877709.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,23245000000000.0,23245000000000.0,580.705017,56.632999,493.410004,1.0,0.2477,498.679993,633.41675,679.83496,237.61172,808.64,-602.64,39.55,224400000000000.0,-97460000000000.0,-111500000000000.0,0.03556,1045495972.0,1045495972.0,12657877709.0,89228352.0,125.0,-1.0,1045498930.0,1045496072.0,0.39816,12657871796.0,58.7872,23570000000000.0,26119000000000.0,19900000000000.0,15641000000000.0,7891400000000.0,15.1286,10.44,0.03394,0.79771,0.62965,-10.4772,28.7696,-13.6149,0.63188,0.52768,-9.87375,25.604,-8.2221,0.5662,26640000000000.0,12290000000000.0,23245000000000.0,23245000000000.0,498.679993,540.72998,0.4215,808.6,808.6,914.5,595.7,611.5,1.0,1.0,1.0,23240000000000.0,498.68,498.68,0.34867,0.00492,-1.0,12657877709.0,128000000000042.0,830044759967.4044,218640953180.51114,0.6455892324447632,0.7237281799316406,535867959482.1543,0.1575818292418207
3.0,12657903910.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0,0.0,27015000000000.0,27015000000000.0,610.536987,336.397003,517.359985,1.0,0.5498,437.100006,648.79266,662.6358,245.32861,7.04,1125.74,-727.95,112600000000000.0,-641800000000000.0,-178300000000000.0,0.03551,966217782.0,966217782.0,12657903910.0,89254553.0,125.0,-1.0,966219769.0,966217882.0,0.50578,12657872008.0,243.882,28740000000000.0,32847000000000.0,15242000000000.0,9213100000000.0,3753000000000.0,107.971,111.14,0.06639,0.40501,0.22138,12.2975,4.68925,64.4891,0.64485,0.48852,-18.2125,7.61519,21.0344,0.834,27860000000000.0,46420000000000.0,27015000000000.0,27015000000000.0,437.100006,447.470001,0.5622,8573.0,8573.0,3944.0,3576.0,2197.0,1.0,1.0,1.0,27020000000000.0,437.1,437.1,0.51655,0.00261,-1.0,12657903910.0,128000000000044.0,744726068135.4419,206723350911.8978,0.625664234161377,0.6939941644668579,465948465079.9747,0.17115015321286106
3.0,12657904774.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0,0.0,14868400000000.0,14274000000000.0,493.587006,68.117996,395.519989,1.0,0.7666,397.880005,632.23334,680.46735,247.28313,1111.21,-471.99,-128.56,-11630000000000.0,-83720000000000.0,95970000000000.0,0.03581,1319445149.0,1319445149.0,12657904774.0,89255417.0,125.0,-1.0,1319447238.0,1319445249.0,0.43827,12657901789.0,68.1182,14274000000000.0,17059000000000.0,11417000000000.0,8467900000000.0,4100700000000.0,9.25733,7.74,0.03639,0.48585,0.42665,38.3537,-2.89973,8.92569,0.45193,0.41785,29.4211,-1.60129,7.99269,0.568,14450000000000.0,9115000000000.0,14274000000000.0,14997000000000.0,397.880005,462.029999,0.7333,84.95,84.95,-133.0,1637.0,1602.0,0.8951,1.0,1.0,14270000000000.0,397.88,396.15,0.42321,-0.02133,-1.0,12657904774.0,128000000000047.0,495944777523.98236,351881785664.0089,0.4758358895778656,0.5158019661903381,235988324394.6208,0.06470297449205845
3.0,12657905168.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,14929000000000.0,14929000000000.0,501.02301,56.388,424.130005,1.0,0.4215,419.959991,639.17938,670.17053,249.59785,580.24,359.45,-1304.47,-94010000000000.0,-38970000000000.0,-75610000000000.0,0.03342,1292903064.0,1292903064.0,12657905168.0,89255811.0,125.0,-1.0,1292905119.0,1292903149.0,0.53245,12657871796.0,56.7636,15203000000000.0,16632000000000.0,12825000000000.0,9956800000000.0,4675800000000.0,11.6743,23.98,0.03348,0.79735,0.62077,-1.78137,33.9667,-7.56595,0.66377,0.51909,-1.49922,28.4308,-7.60102,0.5865,17000000000000.0,9019000000000.0,14929000000000.0,14929000000000.0,419.959991,434.339996,0.4709,424.7,424.7,621.1,561.8,481.2,1.0,1.0,1.0,14930000000000.0,419.96,419.96,0.47119,0.00248,-1.0,12657905168.0,128000000000050.0,691775957077.8253,239661655757.1474,0.49151158332824707,0.5561978220939636,340015895971.7354,0.09709767927336557
3.0,12657878291.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,15224000000000.0,15224000000000.0,504.302002,45.764,424.859985,1.0,0.2829,443.940002,642.7962,678.85785,242.62408,790.99,-1714.95,417.15,-59270000000000.0,112400000000000.0,171500000000000.0,0.0605,1281659178.0,1281659178.0,12657878291.0,89228934.0,125.0,-1.0,1281660960.0,1281659270.0,0.72365,12657872760.0,45.7645,15859000000000.0,15908000000000.0,13583000000000.0,10405000000000.0,5749200000000.0,0.90762,13.32,0.05456,0.94894,0.53028,27.8469,11.2823,-4.71345,0.92412,0.49699,23.0957,8.9253,-2.94166,0.5327,17810000000000.0,7968000000000.0,15224000000000.0,15224000000000.0,443.940002,461.790009,0.4215,500.2,500.2,415.6,504.6,215.2,1.0,1.0,1.0,15220000000000.0,443.94,443.94,0.66955,-0.00253,-1.0,12657878291.0,128000000000058.0,741652029488.7505,101812880831.74309,0.4323352575302124,0.505878746509552,320642321166.8236,0.08741526365804742
3.0,12657878250.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,13556000000000.0,13556000000000.0,485.167999,62.181999,404.690002,1.0,0.1985,401.980011,633.18591,664.69879,227.92603,762.14,354.05,412.63,-66730000000000.0,-88080000000000.0,1981000000000.0,0.03458,1350129539.0,1350129539.0,12657878250.0,89228893.0,125.0,-1.0,1350130819.0,1350129652.0,0.30778,12657871796.0,58.1527,13556000000000.0,15697000000000.0,11465000000000.0,8395700000000.0,4224200000000.0,12.889,40.17,0.03428,0.81406,0.67493,19.3892,-15.2522,-10.6941,0.82997,0.66357,15.4513,-11.1023,-8.60282,0.5743,14430000000000.0,8528000000000.0,13556000000000.0,13556000000000.0,401.980011,409.230011,0.4709,846.3,846.3,781.8,697.1,547.2,1.0,1.0,1.0,13560000000000.0,401.98,401.98,0.12796,0.0033,-1.0,12657878250.0,128000000000062.0,601044943706.0742,155751485868.8137,0.4512030780315399,0.5527198910713196,271193328635.47433,0.06983888826047444
3.0,12657875671.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0,0.0,12772000000000.0,12772000000000.0,475.625,53.646,386.779999,1.0,0.3091,400.809998,652.15442,661.69849,243.21193,-114.09,919.2,-784.6,-102600000000000.0,7010000000000.0,-42690000000000.0,0.03965,1386012194.0,1386012194.0,12657875671.0,89226314.0,125.0,-1.0,1386013667.0,1386012291.0,0.83721,12657875672.0,52.5318,12965000000000.0,14039000000000.0,10759000000000.0,8052400000000.0,4138400000000.0,15.7638,17.32,0.03814,0.81129,0.72559,12.5722,-2.70361,28.5464,0.825,0.65658,11.9326,0.83836,21.8123,0.548,13780000000000.0,7414000000000.0,12772000000000.0,12772000000000.0,400.809998,428.519989,0.3857,390.1,390.1,386.2,453.1,408.4,1.0,1.0,1.0,12770000000000.0,400.81,400.81,0.66522,0.00496,-1.0,12657875671.0,128000000000066.0,451106485097.93463,165169867105.24292,0.3973810076713562,0.4712333679199219,179261149615.3009,0.056506756829432785
3.0,12657873088.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,17832000000000.0,13330000000000.0,482.459015,39.153999,436.76001,1.0,0.8755,440.779999,649.25659,670.71527,236.54253,464.76,107.59,1390.62,6217000000000.0,50020000000000.0,-60980000000000.0,0.0266,1360251361.0,1360251361.0,12657873088.0,89223731.0,125.0,-1.0,1360253360.0,1360251473.0,0.69557,12657871796.0,37.5023,13723000000000.0,14604000000000.0,11626000000000.0,9217600000000.0,5068700000000.0,16.6428,29.31,0.02523,0.85249,0.7483,-14.2691,12.7555,16.0214,0.77145,0.67504,-9.64672,13.2683,13.314,0.5928,15970000000000.0,6395000000000.0,13330000000000.0,20090000000000.0,440.779999,507.220001,0.5032,-163.6,-163.6,90.66,208.4,1309.0,0.8951,1.0,1.0,13330000000000.0,440.78,437.02,0.60395,0.00465,-1.0,12657873088.0,128000000000077.0,297183303728.12946,139678476156.4686,0.4503621757030487,0.5035937428474426,133840119249.62033,0.05270184599621554
4.0,12690066801.0,0.0,-1.0,73.0,-1.0,-1.0,-1.0,0.0,2458800000000000.0,2458800000000000.0,2746.316895,778.586975,2334.76001,1.0,0.8755,2131.889893,915.37396,140.13539,875.54181,46.77,-29.83,-460.7,5.097e+17,-8.941e+17,2.725e+17,0.03987,481522.0,481522.0,12690066801.0,121417444.0,125.0,-1.0,621797.0,481621.0,0.0,-1.0,471.462,2466800000000000.0,2618000000000000.0,2089500000000000.0,1415300000000000.0,136200000000000.0,358.845,420.88,0.05681,0.45022,0.37466,198.396,183.212,76.0333,0.2023,0.18163,141.331,141.705,41.4817,0.7447,2618000000000000.0,2572000000000000.0,2458800000000000.0,2458800000000000.0,2131.889893,2205.100098,0.8564,394800.0,394800.0,645300.0,451100.0,391300.0,1.0,1.0,1.0,2459000000000000.0,2131.89,2131.89,0.04157,0.1493,-1.0,12690066801.0,128000000000001.0,174159357216849.47,15757046060645.008,9.62775993347168,7.404581069946289,1676764481451565.2,454.3869950066079
4.0,12690064381.0,0.0,-1.0,15.0,-1.0,-1.0,-1.0,0.0,825815000000000.0,772270000000000.0,1866.821045,315.541992,1536.5,1.0,0.5622,1465.52002,913.41425,142.75479,871.53058,469.93,-777.61,1077.11,1.984e+16,6822000000000000.0,1.373e+16,0.00836,24287571.0,24287571.0,12690064381.0,121415024.0,125.0,-1.0,24349079.0,24287688.0,0.8939,12690066801.0,299.183,772270000000000.0,907310000000000.0,637850000000000.0,449610000000000.0,180790000000000.0,18.0038,64.43,0.00922,0.8647,0.78277,49.1128,76.863,23.6723,0.68228,0.59633,36.7514,61.7342,21.1009,0.6209,798900000000000.0,587300000000000.0,772270000000000.0,826710000000000.0,1465.52002,1625.089966,0.5622,47540.0,47540.0,10730.0,-11660.0,33190.0,0.7837,1.0,1.0,772300000000000.0,1465.52,1533.97,0.74344,-0.01983,-1.0,12690064381.0,128000000000002.0,63798360656830.484,6042336421484.651,5.433089733123779,5.951444625854492,346622218274753.75,87.23422988645135
